id,skin_r_forehead,skin_g_forehead,skin_b_forehead,skin_r_cheek,skin_g_cheek,skin_b_cheek,skin_r_jaw,skin_g_jaw,skin_b_jaw,skin_lab_l,skin_lab_a,skin_lab_b,undertone,skin_depth,tan_level,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,contrast_score,chroma_score,value_score,season,subseason,primary_colors,secondary_colors,neutral_colors,accent_colors,avoid_colors_strict,avoid_colors_soft
98,181,153,166,183,144,154,158,133,144,62,14,-7,neutral,light,none,49,58,22,44,9,0,0.462,0.114,0.622,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
99,226,178,155,226,171,141,206,164,136,69,22,12,warm,medium,none,94,89,63,61,2,39,0.383,0.275,0.697,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
100,220,213,103,224,206,96,201,193,87,68,4,52,warm,light,none,42,53,14,12,15,2,0.558,0.443,0.681,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
101,186,157,144,195,153,131,173,148,129,61,16,8,neutral,medium,mild,53,0,51,46,16,0,0.497,0.192,0.62,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
102,197,155,150,207,152,140,183,139,135,64,22,3,cool,medium,heavy,42,0,45,59,9,45,0.542,0.204,0.646,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
103,238,188,168,248,185,163,226,176,156,77,26,8,neutral,light,mild,52,60,39,69,43,0,0.586,0.275,0.773,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
104,177,200,120,181,195,105,156,185,105,62,-12,42,neutral,deep,mild,99,59,52,28,36,46,0.373,0.333,0.622,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
105,221,198,138,231,192,123,215,185,113,70,14,32,warm,deep,heavy,95,90,0,42,49,2,0.468,0.365,0.707,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
106,181,168,119,184,159,112,162,146,103,58,7,21,neutral,light,none,18,42,38,36,44,27,0.477,0.224,0.588,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
107,190,175,109,198,170,96,173,157,93,60,9,34,neutral,deep,heavy,105,23,32,64,40,1,0.414,0.341,0.6,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
108,180,174,173,188,167,158,172,157,157,66,5,2,neutral,light,none,102,71,43,43,45,26,0.389,0.059,0.664,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
109,198,146,119,200,140,108,175,130,101,57,25,13,warm,light,none,63,47,0,60,41,8,0.439,0.302,0.579,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
110,201,216,111,207,208,101,189,199,101,66,-5,51,warm,light,none,86,36,32,20,3,43,0.494,0.4,0.668,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
111,199,204,145,205,197,134,184,190,130,69,-1,29,warm,medium,heavy,58,80,3,53,37,31,0.512,0.227,0.694,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
112,189,205,135,194,203,122,175,188,121,67,-9,38,neutral,light,heavy,80,76,0,12,27,32,0.471,0.298,0.672,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
113,185,204,172,195,201,163,173,196,163,72,-8,16,warm,light,mild,58,0,0,45,17,40,0.66,0.129,0.724,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
114,172,215,134,174,209,123,149,204,123,65,-22,40,cool,deep,none,10,75,61,20,10,9,0.487,0.318,0.655,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
115,244,197,172,248,187,161,224,173,152,77,25,10,cool,medium,none,96,2,1,15,42,20,0.648,0.282,0.773,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
116,239,137,179,242,136,167,224,129,159,70,48,-18,neutral,deep,none,24,53,54,28,31,45,0.574,0.376,0.706,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
117,228,148,124,233,144,114,214,136,113,63,39,12,cool,medium,mild,55,85,46,14,40,0,0.436,0.408,0.635,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
118,178,198,115,185,191,102,169,182,99,61,-8,42,cool,medium,none,22,78,71,38,29,22,0.439,0.329,0.618,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
119,193,139,160,200,130,154,184,117,151,62,30,-14,cool,medium,none,47,34,50,51,3,16,0.462,0.235,0.626,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
120,217,214,169,223,204,164,206,191,156,76,4,17,neutral,medium,heavy,18,26,25,20,9,41,0.682,0.173,0.766,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
121,177,137,110,177,133,97,162,122,88,52,17,15,warm,light,mild,42,81,68,26,9,40,0.317,0.255,0.525,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
122,177,182,147,184,178,134,166,164,134,64,-2,19,neutral,deep,heavy,36,71,56,28,0,41,0.438,0.153,0.642,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
123,179,200,118,181,195,110,165,184,108,62,-12,40,cool,medium,none,74,0,55,23,43,0,0.512,0.314,0.629,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
124,232,150,182,236,148,168,221,138,158,71,39,-12,warm,medium,none,25,51,26,55,60,0,0.606,0.306,0.715,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
125,195,207,177,195,199,169,178,185,159,72,-7,12,warm,medium,heavy,67,10,38,53,53,11,0.592,0.098,0.729,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
126,172,202,162,179,195,155,155,186,147,68,-13,17,warm,deep,mild,99,43,0,41,20,48,0.525,0.137,0.685,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
127,174,143,128,178,142,122,156,134,117,57,13,7,neutral,medium,mild,20,27,0,27,2,12,0.513,0.161,0.571,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
128,187,193,101,196,186,96,181,180,87,61,0,42,cool,medium,heavy,93,64,54,48,24,3,0.364,0.333,0.618,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
129,188,193,156,197,191,141,174,185,131,68,-2,22,warm,medium,mild,98,58,0,38,55,30,0.491,0.176,0.685,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
130,227,154,145,236,152,130,211,139,121,67,37,8,neutral,deep,mild,23,0,67,45,36,19,0.595,0.357,0.671,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
131,234,185,118,235,185,109,220,174,107,68,20,35,warm,deep,mild,58,69,43,39,49,21,0.488,0.435,0.685,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
132,230,185,176,235,185,165,210,171,163,75,20,7,cool,medium,mild,45,0,66,31,52,17,0.631,0.216,0.758,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
133,198,168,150,205,167,139,182,153,131,66,14,11,warm,deep,heavy,83,0,22,12,23,27,0.533,0.2,0.661,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
134,216,192,155,224,190,148,203,183,142,72,12,18,neutral,light,mild,95,31,0,55,0,37,0.568,0.239,0.728,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
135,165,175,165,174,165,157,149,158,151,64,0,1,warm,deep,heavy,13,36,0,13,35,38,0.581,0.012,0.642,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
136,214,202,173,222,194,165,202,180,165,75,9,12,neutral,deep,none,85,17,64,22,47,23,0.549,0.165,0.753,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
137,238,198,141,247,198,136,227,188,133,75,19,28,warm,light,none,78,59,0,60,43,2,0.576,0.376,0.753,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
138,217,210,164,218,207,151,200,193,145,74,0,25,neutral,medium,mild,87,85,1,63,15,0,0.525,0.204,0.746,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
139,216,211,120,218,210,108,200,203,100,69,-1,48,warm,deep,none,97,17,28,43,4,11,0.54,0.38,0.694,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
140,182,140,127,182,136,114,165,127,109,55,18,8,neutral,medium,heavy,10,34,7,64,60,38,0.503,0.208,0.558,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
141,175,173,121,185,168,113,163,162,112,60,3,25,warm,light,mild,57,56,0,58,46,48,0.456,0.224,0.603,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
142,192,154,127,199,153,118,178,145,109,60,18,15,cool,deep,heavy,37,0,69,30,32,0,0.504,0.259,0.608,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
143,231,195,124,233,192,110,214,185,109,69,15,38,neutral,light,heavy,88,23,39,61,42,38,0.52,0.424,0.693,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
144,203,139,141,213,139,130,192,134,120,62,32,2,neutral,deep,mild,102,10,71,69,23,38,0.399,0.267,0.624,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
145,202,185,160,207,178,155,187,164,154,69,9,9,neutral,light,heavy,31,42,6,20,19,46,0.599,0.145,0.699,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
146,200,137,142,206,130,133,190,115,132,60,33,-4,neutral,light,none,50,35,0,22,56,23,0.504,0.259,0.607,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
147,170,147,153,174,146,144,158,135,135,60,9,-1,warm,deep,mild,38,41,41,16,24,45,0.445,0.071,0.6,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
148,226,178,146,229,168,136,205,159,129,69,25,13,cool,light,heavy,15,0,24,64,60,4,0.655,0.306,0.69,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
149,213,139,144,218,135,132,199,130,132,62,36,-1,neutral,light,mild,70,31,72,26,24,24,0.419,0.286,0.627,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
150,174,165,107,178,158,97,162,148,95,55,5,28,warm,deep,mild,59,7,0,15,60,46,0.481,0.259,0.559,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
151,232,188,134,241,179,120,222,172,119,69,26,27,cool,deep,mild,56,82,2,23,58,38,0.533,0.416,0.699,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
152,230,136,185,232,136,171,212,131,171,69,43,-20,cool,medium,heavy,98,9,0,27,32,0,0.567,0.337,0.698,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
153,196,185,165,204,182,160,182,176,157,70,6,8,warm,light,heavy,52,83,76,26,18,0,0.441,0.114,0.707,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
154,187,193,110,197,192,101,178,177,100,63,-2,43,cool,light,mild,67,85,0,42,38,12,0.437,0.337,0.634,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
155,204,145,121,208,136,112,183,121,102,58,31,9,warm,deep,none,11,29,10,44,37,46,0.545,0.318,0.59,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
156,195,204,118,196,196,104,176,185,94,64,-5,43,neutral,light,none,88,22,38,14,43,14,0.481,0.341,0.642,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
157,237,155,114,247,149,105,232,142,96,64,44,19,warm,medium,none,91,36,42,49,59,0,0.446,0.498,0.648,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
158,171,180,141,178,179,133,159,168,133,63,-5,20,cool,deep,mild,99,26,67,32,57,19,0.413,0.161,0.634,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
159,208,161,119,214,157,112,198,147,105,62,23,20,warm,medium,heavy,98,90,8,46,39,12,0.377,0.341,0.625,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
160,221,143,122,225,141,117,204,136,113,62,37,9,warm,light,heavy,30,64,0,20,32,16,0.532,0.365,0.625,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
161,237,136,139,239,132,126,220,121,126,64,48,0,neutral,medium,mild,50,73,45,63,18,3,0.47,0.384,0.643,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
162,202,201,119,204,199,104,188,184,100,65,-2,45,warm,medium,heavy,36,54,46,66,29,0,0.507,0.353,0.656,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
163,202,185,166,208,183,157,184,172,152,70,7,10,neutral,deep,mild,28,8,0,15,6,0,0.664,0.141,0.71,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
164,243,180,176,243,171,166,224,161,162,75,31,0,cool,deep,heavy,35,73,8,63,49,2,0.623,0.243,0.752,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
165,199,163,118,205,153,106,186,147,99,60,21,21,cool,deep,mild,78,27,18,12,0,0,0.443,0.329,0.6,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
166,166,200,124,175,196,119,153,181,115,63,-15,36,cool,light,heavy,48,15,20,11,24,0,0.543,0.282,0.634,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
167,230,168,179,232,168,167,215,159,163,73,27,-2,neutral,light,none,90,0,22,52,53,0,0.592,0.212,0.735,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
168,216,153,178,222,148,173,198,139,170,70,32,-15,neutral,deep,mild,38,8,47,31,25,22,0.587,0.251,0.703,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
169,209,208,126,216,205,116,197,190,107,69,0,42,cool,deep,none,32,82,53,67,30,42,0.507,0.333,0.695,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
170,192,199,148,202,195,134,183,182,124,68,-1,28,warm,deep,none,22,64,0,69,9,41,0.58,0.22,0.688,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
171,230,192,109,233,192,102,211,179,96,68,15,42,neutral,medium,mild,69,2,27,59,25,0,0.584,0.455,0.682,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
172,220,163,163,227,157,150,206,147,144,69,30,1,warm,light,mild,84,34,45,51,39,5,0.481,0.243,0.692,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
173,203,147,115,204,139,101,183,133,95,57,27,16,warm,light,heavy,10,0,11,62,48,0,0.566,0.345,0.574,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
174,208,211,152,214,201,146,198,190,140,72,1,25,neutral,medium,heavy,19,44,0,14,55,7,0.648,0.208,0.727,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
175,199,154,164,203,154,159,179,140,155,66,19,-5,warm,medium,mild,46,36,19,42,2,39,0.539,0.153,0.668,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
176,188,201,106,194,191,98,171,180,92,62,-3,44,neutral,medium,mild,70,78,65,48,0,14,0.374,0.345,0.625,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
177,228,141,122,228,134,116,210,126,106,61,42,6,cool,deep,mild,103,11,31,36,39,0,0.433,0.38,0.618,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
178,175,152,133,185,144,121,162,137,114,58,15,9,warm,light,mild,49,45,16,30,35,0,0.441,0.192,0.582,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
179,167,170,170,170,162,155,151,151,150,63,-1,1,warm,deep,heavy,75,5,77,17,53,39,0.446,0.008,0.63,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
180,161,143,145,170,141,131,155,132,130,57,9,2,neutral,deep,none,82,9,43,38,40,15,0.407,0.094,0.571,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
181,191,140,167,196,138,157,177,129,151,63,24,-12,warm,medium,mild,62,21,64,27,0,10,0.446,0.188,0.635,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
182,204,175,124,207,169,113,190,155,103,63,14,25,neutral,deep,heavy,59,88,29,56,39,6,0.415,0.31,0.633,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
183,208,152,162,213,146,148,194,134,144,65,28,-3,cool,deep,mild,47,76,35,32,8,31,0.471,0.224,0.656,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
184,202,164,116,209,159,101,184,152,95,60,20,26,cool,medium,none,60,63,26,11,1,41,0.424,0.365,0.607,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
185,172,200,153,179,196,148,158,188,147,67,-13,21,neutral,deep,heavy,69,11,59,64,14,33,0.522,0.169,0.677,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
186,221,145,172,230,142,164,207,134,163,69,39,-13,warm,medium,heavy,96,41,9,25,37,41,0.513,0.306,0.694,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
187,182,190,156,187,189,147,172,184,141,67,-6,18,cool,deep,mild,37,29,60,27,23,24,0.525,0.145,0.677,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
188,247,197,167,250,195,159,226,187,158,78,22,15,warm,medium,mild,84,61,20,58,51,5,0.569,0.298,0.783,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
189,203,217,115,207,207,101,187,198,94,66,-5,50,neutral,medium,mild,96,14,76,61,47,0,0.499,0.396,0.667,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
190,245,214,115,247,205,110,230,194,107,72,16,45,cool,deep,none,32,83,0,66,23,48,0.601,0.478,0.728,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
191,175,166,145,178,157,137,158,146,128,61,5,7,cool,light,mild,84,66,47,18,55,21,0.354,0.102,0.61,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
192,185,170,183,186,169,168,161,163,160,67,3,-2,warm,light,heavy,55,0,0,50,34,0,0.613,0.027,0.677,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
193,167,155,108,171,145,102,153,138,102,53,8,19,neutral,medium,mild,109,13,16,35,52,38,0.382,0.212,0.54,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
194,210,181,128,214,180,118,190,174,116,66,12,28,neutral,deep,heavy,59,79,16,17,23,5,0.468,0.318,0.663,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
195,186,201,128,195,192,119,178,178,118,65,-3,34,warm,medium,heavy,40,52,13,57,40,18,0.522,0.267,0.655,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
