id,height_cm,shoulder_width,bust,waist,hip,shoulder_to_hip_ratio,waist_to_hip_ratio,bust_to_hip_ratio,body_shape,body_subtype,recommended_fits,avoid_fits,top_recommendations,bottom_recommendations,dress_recommendations,necklines,sleeves,fabrics,patterns,accessories,outerwear,footwear
40,152.5,34.2,89.7,72.6,89.1,0.96,0.81,1.01,Rectangle,Wide Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
41,167.3,48.1,117.9,73.9,101.3,1.19,0.73,1.16,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
42,174.7,34.7,89.9,66.3,101.8,0.85,0.65,0.88,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
43,156.3,54.2,130.0,88.8,120.9,1.12,0.73,1.08,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
44,176.5,50.5,130.8,107.9,115.8,1.09,0.93,1.13,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
45,174.7,45.6,112.7,105.2,118.3,0.96,0.89,0.95,Rectangle,Lean Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
46,182.2,39.9,99.0,77.3,104.0,0.96,0.74,0.95,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
47,183.0,36.5,99.9,85.1,96.1,0.95,0.89,1.04,Rectangle,Straight Column,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
48,178.6,50.2,124.8,80.0,110.7,1.13,0.72,1.13,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
49,183.1,35.5,95.9,84.6,87.0,1.02,0.97,1.1,Apple,Fuller Midsection,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
50,155.6,36.7,95.2,79.8,86.0,1.07,0.93,1.11,Apple,Oval Shape,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
51,152.2,35.5,85.7,64.6,90.2,0.98,0.72,0.95,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
52,153.4,32.4,82.3,73.6,99.3,0.82,0.74,0.83,Pear,Bottom-heavy Pear,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
53,150.3,48.4,123.1,88.4,122.6,0.99,0.72,1.0,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
54,159.5,43.8,103.9,85.7,105.6,1.04,0.81,0.98,Rectangle,Wide Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
55,171.2,31.0,71.7,62.9,86.1,0.9,0.73,0.83,Pear,Soft Pear,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
56,170.8,40.2,108.1,80.6,94.2,1.07,0.85,1.15,Apple,Oval Shape,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
57,151.5,49.7,119.2,107.8,122.0,1.02,0.88,0.98,Rectangle,Wide Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
58,182.2,49.3,118.3,85.7,111.1,1.11,0.77,1.06,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
59,183.9,38.4,99.9,64.9,98.1,0.98,0.66,1.02,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
60,178.7,44.4,103.0,67.3,90.8,1.22,0.74,1.13,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
61,168.1,41.0,103.1,93.1,100.5,1.02,0.93,1.03,Rectangle,Lean Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
62,164.1,49.3,125.3,104.3,124.5,0.99,0.84,1.01,Rectangle,Straight Column,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
63,161.1,53.3,129.7,129.5,123.7,1.08,1.05,1.05,Apple,Oval Shape,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
